"2016-10-18 11:15:21","[-200.0, -200.0, -200.0, -200.0, -200.0, -78.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[15, 2]"
"2016-10-18 11:15:19","[-200.0, -200.0, -200.0, -200.0, -200.0, -78.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[16, 1]"
"2016-10-18 11:15:17","[-200.0, -200.0, -200.0, -200.0, -200.0, -77.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[16, 1]"
"2016-10-18 11:15:15","[-200.0, -200.0, -200.0, -200.0, -200.0, -77.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[16, 1]"
"2016-10-18 11:15:13","[-200.0, -200.0, -200.0, -200.0, -200.0, -77.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[16, 1]"
"2016-10-18 11:15:11","[-200.0, -200.0, -82.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[16, 1]"
"2016-10-18 11:15:09","[-200.0, -200.0, -80.0, -200.0, -200.0, -77.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[16, 1]"
"2016-10-18 11:15:07","[-200.0, -200.0, -86.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[16, 2]"
"2016-10-18 11:15:05","[-200.0, -200.0, -200.0, -75.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[18, 1]"
"2016-10-18 11:15:03","[-200.0, -200.0, -200.0, -75.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[18, 1]"
"2016-10-18 11:15:01","[-200.0, -200.0, -200.0, -80.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[18, 1]"
"2016-10-18 11:14:59","[-200.0, -200.0, -200.0, -78.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[18, 1]"
"2016-10-18 11:14:57","[-200.0, -200.0, -200.0, -78.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[18, 1]"
"2016-10-18 11:14:55","[-200.0, -200.0, -200.0, -78.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[18, 2]"
"2016-10-18 11:14:53","[-200.0, -200.0, -200.0, -76.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[18, 2]"
"2016-10-18 11:14:51","[-200.0, -200.0, -200.0, -78.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[18, 2]"
"2016-10-18 11:14:49","[-200.0, -200.0, -200.0, -74.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[18, 2]"
"2016-10-18 11:14:47","[-200.0, -200.0, -200.0, -76.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[18, 2]"
"2016-10-18 11:14:45","[-200.0, -200.0, -200.0, -72.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[18, 2]"
"2016-10-18 11:14:43","[-200.0, -200.0, -200.0, -78.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[18, 2]"
"2016-10-18 11:14:41","[-200.0, -200.0, -200.0, -70.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[18, 2]"
"2016-10-18 11:14:39","[-200.0, -200.0, -200.0, -69.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[18, 2]"
"2016-10-18 11:14:37","[-200.0, -200.0, -200.0, -74.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[19, 1]"
"2016-10-18 11:14:35","[-200.0, -200.0, -200.0, -76.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[19, 1]"
"2016-10-18 11:14:33","[-200.0, -200.0, -200.0, -76.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[19, 1]"
"2016-10-18 11:14:31","[-200.0, -200.0, -200.0, -73.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[19, 1]"
"2016-10-18 11:14:29","[-200.0, -200.0, -200.0, -74.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[19, 1]"
"2016-10-18 11:14:27","[-200.0, -200.0, -200.0, -78.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[19, 1]"
"2016-10-18 11:14:25","[-200.0, -200.0, -200.0, -78.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[19, 1]"
"2016-10-18 11:14:23","[-200.0, -200.0, -200.0, -77.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[19, 1]"
"2016-10-18 11:14:21","[-200.0, -200.0, -200.0, -78.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[19, 1]"
"2016-10-18 11:14:19","[-200.0, -200.0, -200.0, -79.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[19, 1]"
"2016-10-18 11:14:17","[-200.0, -200.0, -200.0, -72.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[19, 2]"
"2016-10-18 11:14:15","[-200.0, -200.0, -200.0, -74.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[19, 2]"
"2016-10-18 11:14:13","[-200.0, -200.0, -200.0, -71.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[19, 2]"
"2016-10-18 11:14:11","[-200.0, -200.0, -200.0, -76.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[19, 2]"
"2016-10-18 11:14:09","[-200.0, -200.0, -200.0, -75.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[19, 2]"
"2016-10-18 11:14:07","[-200.0, -200.0, -200.0, -74.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[19, 2]"
"2016-10-18 11:14:05","[-200.0, -200.0, -200.0, -78.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[19, 2]"
"2016-10-18 11:14:03","[-200.0, -200.0, -200.0, -79.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[20, 1]"
"2016-10-18 11:14:01","[-200.0, -200.0, -200.0, -80.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[20, 1]"
"2016-10-18 11:13:59","[-200.0, -86.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[21, 2]"
"2016-10-18 11:13:57","[-200.0, -200.0, -200.0, -80.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[21, 1]"
"2016-10-18 11:13:55","[-200.0, -200.0, -88.0, -81.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[21, 1]"
"2016-10-18 11:13:53","[-200.0, -200.0, -200.0, -81.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[21, 1]"
"2016-10-18 11:13:51","[-200.0, -200.0, -200.0, -79.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[21, 1]"
"2016-10-18 11:13:49","[-200.0, -200.0, -200.0, -77.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[21, 2]"
"2016-10-18 11:06:27","[-200.0, -63.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[10, 3]"
"2016-10-18 11:06:25","[-200.0, -64.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[10, 3]"
"2016-10-18 11:06:23","[-200.0, -62.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[10, 3]"
"2016-10-18 11:06:21","[-200.0, -63.0, -81.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[10, 3]"
"2016-10-18 11:06:19","[-200.0, -63.0, -76.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[10, 3]"
"2016-10-18 11:06:17","[-200.0, -80.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[11, 3]"
"2016-10-18 11:06:15","[-200.0, -200.0, -83.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[11, 3]"
"2016-10-18 11:06:13","[-200.0, -72.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[11, 3]"
"2016-10-18 11:06:11","[-200.0, -200.0, -79.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[11, 3]"
"2016-10-18 11:06:09","[-200.0, -72.0, -82.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[11, 3]"
"2016-10-18 11:06:07","[-200.0, -200.0, -82.0, -200.0, -200.0, -77.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[11, 3]"
"2016-10-18 11:06:05","[-200.0, -75.0, -77.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[11, 3]"
"2016-10-18 11:06:03","[-200.0, -77.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[11, 3]"
"2016-10-18 11:06:01","[-200.0, -76.0, -78.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[12, 3]"
"2016-10-18 11:05:59","[-200.0, -76.0, -79.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[12, 3]"
"2016-10-18 11:05:57","[-200.0, -77.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[12, 3]"
"2016-10-18 11:05:55","[-200.0, -77.0, -80.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[12, 3]"
